row_id,index,ProviderNumber,HospitalName,Address1,Address2,Address3,City,State,ZipCode,CountyName,PhoneNumber,HospitalType,HospitalOwner,EmergencyService,Condition,MeasureCode,MeasureName,Score,Sample,Stateavg
101,102.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-1,heart failure patients given discharge instructions,98%,59 patients,al_hf-1
102,103.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,op,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,87%,76 patients,al_hf-2
103,104.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp, ,36467O,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),64%,14 patients,al_hf-3
104,105.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,100%,8 patients,al_hf-4
105,106.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,87%,85 patients,al_pn-2
106,107.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,78%,64 patients,al_pn-3b
107,108.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,100%,28 patients,al_pn-4
108,109.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467S,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,87 patients,al_pn-5c
109,110.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),88%,57 patients,al_pn-6
110,111.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,90%,63 patients,al_pn-7
111,112.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,91%,11 patients,al_scip-card-2
112,113.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,88%,101 patients,al_scip-inf-1
113,114.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,91%,101 patients,al_scip-inf-2
114,115.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),93%,100 patients,al_scip-inf-3
115,116.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,  al ,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-4,all heart surgery patients whose blood sugar (blood glucose) is kept under good control in the days right after surgery,empty,0 patients,al_scip-inf-4
116,117.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-inf-6,surgery patients needing hair removed from the surgical area before surgery who had hair removed using a safer method (electric clippers or hair removal cream c not a razor),100%,123 patients,al_scip-inf-6
117,118.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,voluntary non-profit - private,no,surgical infection prevention,scip-vte-1,surgery patients whose doctors ordered treatments to prevent blood clots after certain types of surgeries,87%,77 patients,al_scip-vte-1
118,119.0,10007.0,mizell memorial hospital,702 n main st,empty,empty,opp,al,36467,covington,3344933541.0,acute care hospitals,unknown,no,surgical infection prevention,scip-vte-2,patients who got treatment  at the right time (within 24 hours before or after their surgery) to help prevent blood clots after certain types of surgery,88%,76 patients,al_scip-vte-2
119,120.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-1,heart attack patients given aspirin at arrival,0%,1 patients,al_ami-1
120,121.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-2,heart attack patients given aspirin at discharge,100%,1 patients,al_ami-2
121,122.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-3,heart attack patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),empty,0 patients,al_ami-3
122,123.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-4,heart attack patients given smoking cessation advice/counseling,empty,0 patients,al_ami-4
123,124.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-5,heart attack patients given beta blocker at discharge,0%,1 patients,al_ami-5
124,125.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-7a,heart attack patients given fibrinolytic medication within 30 minutes of arrival,empty,0 patients,al_ami-7a
125,126.0,10008.0,crenshaw commuinty hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart attack,ami-8a,heart attack patients given pci within 90 minutes of arrival,empty,0 patients,al_ami-8a
126,127.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-1,heart failure patients given discharge instructions,4%,26 patients,al_hf-1
127,128.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-2,heart failure patients given an evaluation of left ventricular systolic (lvs) function,72%,39 patients,al_hf-2
128,129.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-3,heart failure patients given ace inhibitor or arb for left ventricular systolic dysfunction (lvsd),75%,8 patients,al_hf-3
129,130.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,heart failure,hf-4,heart failure patients given smoking cessation advice/counseling,0%,5 patients,al_hf-4
130,131.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-2,pneumonia patients assessed and given pneumococcal vaccination,25%,16 patients,al_pn-2
131,132.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-3b,pneumonia patients whose initial emergency room blood culture was performed prior to the administration of the first hospital dose of antibiotics,93%,15 patients,al_pn-3b
132,133.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-4,pneumonia patients given smoking cessation advice/counseling,33%,9 patients,al_pn-4
133,134.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-5c,pneumonia patients given initial antibiotic(s) within 6 hours after arrival,95%,21 patients,al_pn-5c
134,135.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal, ,pneumonia,pn-6,pneumonia patients given the most appropriate initial antibiotic(s),62%,21 patients,al_pn-6
135,136.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,pneumonia,pn-7,pneumonia patients assessed and given influenza vaccination,47%,15 patients,al_pn-7
136,137.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049O,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-card-2,surgery patients who were taking heart drugs called beta blockers before coming to the hospital who were kept on the beta blockers during the period just before and after their surgery,100%,1 patients,al_scip-card-2
137,138.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-1,surgery patients who were given an antibiotic at the right time (within one hour before surgery) to help prevent infection,100%,2 patients,al_scip-inf-1
138,139.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-2,surgery patients who were given the  right kind  of antibiotic to help prevent infection,100%,2 patients,al_scip-inf-2
139,140.0,10008.0,crenshaw community hospital,101 hospital circle,empty,empty,luverne,al,36049,crenshaw,3343353374.0,acute care hospitals,government - federal,yes,surgical infection prevention,scip-inf-3,surgery patients whose preventive antibiotics were stopped at the right time (within 24 hours after surgery),100%,2 patients,al_scip-inf-3
